date,division,index
2007-06-01,overall,92.4
2007-06-01,08,101.2
2007-06-01,11,89.2
2007-06-01,01,85.5
2007-06-01,12,
2007-06-01,10,93.9
2007-06-01,02,80.9
2007-06-01,03,103.3
2007-06-01,05,93.5
2007-06-01,07,99.8
2007-06-01,09,95.9
2007-06-01,06,94.1
2007-07-01,03,102.7
2007-07-01,11,89.9
2007-07-01,01,85.8
2007-07-01,10,93.9
2007-07-01,07,99.8
2007-07-01,13,90.6
2007-07-01,02,88.0
2007-07-01,overall,92.7
2007-07-01,04,96.0
2007-07-01,12,
2007-07-01,05,93.7
2007-07-01,06,94.2
2007-07-01,08,101.2
2007-07-01,09,96.1
2007-08-01,09,96.2
2007-08-01,05,93.7
2007-08-01,11,90.3
2007-08-01,01,86.1
2007-08-01,08,101.1
2007-08-01,03,102.3
2007-08-01,13,90.7
2007-08-01,overall,92.9
2007-08-01,02,88.1
2007-08-01,07,99.8
2007-08-01,12,
2007-08-01,10,94.0
2007-08-01,04,96.3
2007-08-01,06,94.2
2007-09-01,05,93.8
2007-09-01,06,94.5
2007-09-01,11,90.7
2007-09-01,12,
2007-09-01,09,96.2
2007-09-01,08,101.2
2007-09-01,04,96.3
2007-09-01,overall,93.0
2007-09-01,03,103.2
2007-09-01,01,86.3
2007-09-01,10,94.0
2007-09-01,02,88.1
2007-09-01,07,99.9
2007-09-01,13,91.0
2007-10-01,overall,93.1
2007-10-01,01,86.6
2007-10-01,02,88.1
2007-10-01,06,94.6
2007-10-01,08,101.1
2007-10-01,13,91.2
2007-10-01,09,96.1
2007-10-01,11,90.8
2007-10-01,03,102.2
2007-10-01,12,
2007-10-01,07,99.9
2007-10-01,10,94.0
2007-10-01,04,96.3
2007-10-01,05,93.8
2007-11-01,01,87.8
2007-11-01,13,92.0
2007-11-01,09,96.3
2007-11-01,06,94.7
2007-11-01,08,101.1
2007-11-01,11,91.8
2007-11-01,overall,93.7
2007-11-01,02,88.1
2007-11-01,10,94.0
2007-11-01,07,100.0
2007-11-01,03,102.9
2007-11-01,05,94.0
2007-11-01,12,
2007-11-01,04,96.5
2007-12-01,overall,93.9
2007-12-01,13,92.0
2007-12-01,12,
2007-12-01,08,101.0
2007-12-01,04,96.5
2007-12-01,07,100.1
2007-12-01,06,94.9
2007-12-01,11,92.3
2007-12-01,01,88.5
2007-12-01,05,94.0
2007-12-01,09,96.3
2007-12-01,10,94.1
2007-12-01,02,88.1
2007-12-01,03,102.0
2008-01-01,overall,94.3
2008-01-01,08,100.9
2008-01-01,06,95.3
2008-01-01,13,92.8
2008-01-01,04,96.5
2008-01-01,02,88.2
2008-01-01,01,89.1
2008-01-01,09,96.4
2008-01-01,05,94.3
2008-01-01,10,95.0
2008-01-01,07,100.4
2008-01-01,03,102.4
2008-01-01,11,93.2
2008-01-01,12,
2008-02-01,12,
2008-02-01,09,96.5
2008-02-01,11,93.7
2008-02-01,08,100.9
2008-02-01,01,89.6
2008-02-01,03,102.9
2008-02-01,05,94.6
2008-02-01,10,95.7
2008-02-01,overall,94.6
2008-02-01,04,97.0
2008-02-01,02,88.2
2008-02-01,13,93.3
2008-02-01,06,95.4
2008-02-01,07,100.4
2008-03-01,05,94.8
2008-03-01,06,95.5
2008-03-01,04,97.0
2008-03-01,12,
2008-03-01,13,93.7
2008-03-01,02,88.2
2008-03-01,07,100.4
2008-03-01,11,93.9
2008-03-01,overall,94.6
2008-03-01,08,100.9
2008-03-01,03,102.1
2008-03-01,09,96.5
2008-03-01,10,95.8
2008-03-01,01,89.5
2008-04-01,03,102.7
2008-04-01,05,95.1
2008-04-01,overall,94.9
2008-04-01,13,93.5
2008-04-01,09,96.5
2008-04-01,01,90.1
2008-04-01,10,95.9
2008-04-01,02,88.2
2008-04-01,08,100.8
2008-04-01,07,100.4
2008-04-01,11,94.3
2008-04-01,04,97.0
2008-04-01,12,
2008-04-01,06,95.7
2008-05-01,11,94.5
2008-05-01,03,102.6
2008-05-01,12,
2008-05-01,10,95.9
2008-05-01,02,88.3
2008-05-01,overall,95.7
2008-05-01,06,95.9
2008-05-01,05,95.2
2008-05-01,04,97.4
2008-05-01,07,100.5
2008-05-01,09,96.5
2008-05-01,13,93.4
2008-05-01,08,100.7
2008-05-01,01,92.2
2008-06-01,03,102.7
2008-06-01,13,93.8
2008-06-01,11,95.2
2008-06-01,overall,99.5
2008-06-01,06,96.1
2008-06-01,04,97.0
2008-06-01,07,119.4
2008-06-01,05,96.0
2008-06-01,10,96.1
2008-06-01,02,88.4
2008-06-01,08,100.7
2008-06-01,12,
2008-06-01,01,94.1
2008-06-01,09,96.6
2008-07-01,07,122.5
2008-07-01,10,96.2
2008-07-01,13,94.4
2008-07-01,06,96.4
2008-07-01,01,95.5
2008-07-01,09,96.9
2008-07-01,05,97.0
2008-07-01,11,95.8
2008-07-01,02,88.5
2008-07-01,overall,100.6
2008-07-01,03,102.3
2008-07-01,04,97.7
2008-07-01,12,
2008-07-01,08,100.6
2008-08-01,02,88.5
2008-08-01,08,100.6
2008-08-01,overall,100.8
2008-08-01,09,97.0
2008-08-01,06,96.5
2008-08-01,12,
2008-08-01,05,97.4
2008-08-01,07,121.6
2008-08-01,10,96.4
2008-08-01,01,96.2
2008-08-01,13,94.2
2008-08-01,04,97.9
2008-08-01,03,101.9
2008-08-01,11,96.3
2008-09-01,08,100.6
2008-09-01,10,96.5
2008-09-01,overall,100.6
2008-09-01,09,97.2
2008-09-01,13,93.9
2008-09-01,06,96.7
2008-09-01,12,
2008-09-01,02,95.5
2008-09-01,05,97.6
2008-09-01,11,96.4
2008-09-01,04,98.0
2008-09-01,07,118.0
2008-09-01,03,101.7
2008-09-01,01,96.9
2008-10-01,10,96.6
2008-10-01,12,
2008-10-01,01,97.1
2008-10-01,overall,100.2
2008-10-01,09,97.4
2008-10-01,07,113.8
2008-10-01,08,100.6
2008-10-01,03,102.3
2008-10-01,11,96.8
2008-10-01,02,95.5
2008-10-01,05,98.0
2008-10-01,06,97.0
2008-10-01,13,95.0
2008-10-01,04,98.0
2008-11-01,02,95.5
2008-11-01,07,106.2
2008-11-01,12,
2008-11-01,13,94.2
2008-11-01,04,98.2
2008-11-01,08,100.5
2008-11-01,06,97.4
2008-11-01,11,96.9
2008-11-01,05,98.3
2008-11-01,10,96.6
2008-11-01,09,97.5
2008-11-01,overall,99.0
2008-11-01,03,102.3
2008-11-01,01,97.4
2008-12-01,11,97.2
2008-12-01,02,95.5
2008-12-01,05,98.4
2008-12-01,overall,98.1
2008-12-01,01,97.7
2008-12-01,07,99.8
2008-12-01,09,97.5
2008-12-01,03,101.5
2008-12-01,08,100.4
2008-12-01,13,94.4
2008-12-01,10,96.7
2008-12-01,04,98.2
2008-12-01,12,
2008-12-01,06,97.4
2009-01-01,11,97.5
2009-01-01,12,
2009-01-01,02,95.5
2009-01-01,04,98.2
2009-01-01,10,97.8
2009-01-01,overall,98.0
2009-01-01,05,98.9
2009-01-01,13,95.2
2009-01-01,08,100.4
2009-01-01,09,97.4
2009-01-01,01,97.8
2009-01-01,07,98.3
2009-01-01,06,97.7
2009-01-01,03,101.6
2009-02-01,09,97.5
2009-02-01,13,96.8
2009-02-01,11,97.7
2009-02-01,06,97.9
2009-02-01,overall,98.2
2009-02-01,05,99.1
2009-02-01,03,102.2
2009-02-01,01,97.8
2009-02-01,08,100.4
2009-02-01,12,
2009-02-01,02,95.5
2009-02-01,07,98.3
2009-02-01,04,98.5
2009-02-01,10,98.1
2009-03-01,13,97.0
2009-03-01,07,98.3
2009-03-01,04,98.4
2009-03-01,05,99.1
2009-03-01,09,97.4
2009-03-01,12,
2009-03-01,06,97.9
2009-03-01,02,95.5
2009-03-01,01,97.3
2009-03-01,overall,98.0
2009-03-01,03,101.5
2009-03-01,08,100.3
2009-03-01,11,97.8
2009-03-01,10,98.2
2009-04-01,01,96.9
2009-04-01,03,102.1
2009-04-01,10,98.3
2009-04-01,05,99.3
2009-04-01,09,97.4
2009-04-01,04,98.4
2009-04-01,12,
2009-04-01,07,98.2
2009-04-01,06,98.0
2009-04-01,overall,97.8
2009-04-01,13,96.8
2009-04-01,11,97.9
2009-04-01,08,100.3
2009-04-01,02,95.5
2009-05-01,09,97.5
2009-05-01,05,99.3
2009-05-01,03,101.9
2009-05-01,10,98.3
2009-05-01,08,100.3
2009-05-01,06,98.3
2009-05-01,07,98.0
2009-05-01,overall,98.0
2009-05-01,01,97.0
2009-05-01,12,
2009-05-01,04,99.0
2009-05-01,02,95.5
2009-05-01,13,96.7
2009-05-01,11,98.0
2009-06-01,13,97.2
2009-06-01,10,98.3
2009-06-01,11,98.2
2009-06-01,02,95.6
2009-06-01,12,
2009-06-01,07,98.0
2009-06-01,01,97.2
2009-06-01,09,97.6
2009-06-01,04,99.0
2009-06-01,06,98.5
2009-06-01,08,100.2
2009-06-01,03,101.6
2009-06-01,overall,98.1
2009-06-01,05,99.4
2009-07-01,10,98.5
2009-07-01,06,98.5
2009-07-01,overall,98.2
2009-07-01,13,97.2
2009-07-01,03,101.4
2009-07-01,02,95.6
2009-07-01,11,98.2
2009-07-01,12,
2009-07-01,07,98.1
2009-07-01,08,100.2
2009-07-01,05,99.3
2009-07-01,09,97.6
2009-07-01,01,97.4
2009-07-01,04,99.0
2009-08-01,08,100.2
2009-08-01,overall,98.3
2009-08-01,04,99.1
2009-08-01,06,98.6
2009-08-01,13,97.3
2009-08-01,10,98.6
2009-08-01,11,98.3
2009-08-01,03,101.1
2009-08-01,12,
2009-08-01,09,99.5
2009-08-01,02,95.6
2009-08-01,01,97.6
2009-08-01,05,99.4
2009-08-01,07,98.2
2009-09-01,04,99.1
2009-09-01,07,98.9
2009-09-01,01,97.9
2009-09-01,02,95.6
2009-09-01,09,99.6
2009-09-01,10,98.6
2009-09-01,05,99.4
2009-09-01,12,
2009-09-01,overall,98.6
2009-09-01,03,100.7
2009-09-01,08,100.1
2009-09-01,11,98.3
2009-09-01,06,98.8
2009-09-01,13,97.9
2009-10-01,02,98.2
2009-10-01,12,
2009-10-01,03,100.7
2009-10-01,13,98.0
2009-10-01,overall,98.7
2009-10-01,08,100.1
2009-10-01,05,99.5
2009-10-01,06,98.8
2009-10-01,11,98.4
2009-10-01,01,97.9
2009-10-01,04,99.1
2009-10-01,07,98.8
2009-10-01,09,99.7
2009-10-01,10,98.6
2009-11-01,13,98.7
2009-11-01,05,99.6
2009-11-01,10,98.6
2009-11-01,02,98.3
2009-11-01,09,99.9
2009-11-01,07,98.9
2009-11-01,03,101.2
2009-11-01,08,100.1
2009-11-01,01,98.3
2009-11-01,overall,98.9
2009-11-01,06,99.0
2009-11-01,04,99.3
2009-11-01,11,98.6
2009-11-01,12,
2009-12-01,01,98.8
2009-12-01,11,98.8
2009-12-01,05,99.5
2009-12-01,12,
2009-12-01,08,100.0
2009-12-01,04,99.3
2009-12-01,06,98.9
2009-12-01,10,98.7
2009-12-01,07,98.9
2009-12-01,02,98.3
2009-12-01,overall,99.1
2009-12-01,13,99.3
2009-12-01,09,99.9
2009-12-01,03,100.2
2010-01-01,03,101.2
2010-01-01,12,99.9
2010-01-01,11,98.7
2010-01-01,07,98.9
2010-01-01,04,99.4
2010-01-01,08,100.3
2010-01-01,13,99.9
2010-01-01,overall,99.4
2010-01-01,01,99.0
2010-01-01,10,99.5
2010-01-01,02,98.3
2010-01-01,09,100.2
2010-01-01,05,100.0
2010-01-01,06,99.4
2010-02-01,10,99.6
2010-02-01,overall,99.4
2010-02-01,08,100.3
2010-02-01,13,99.6
2010-02-01,04,99.6
2010-02-01,01,99.0
2010-02-01,02,98.3
2010-02-01,07,99.0
2010-02-01,09,100.2
2010-02-01,11,98.9
2010-02-01,05,99.9
2010-02-01,06,99.4
2010-02-01,12,99.9
2010-02-01,03,100.1
2010-03-01,08,100.2
2010-03-01,11,99.3
2010-03-01,13,99.6
2010-03-01,03,100.0
2010-03-01,12,100.0
2010-03-01,01,99.0
2010-03-01,04,99.6
2010-03-01,10,99.8
2010-03-01,05,100.0
2010-03-01,02,98.4
2010-03-01,overall,99.4
2010-03-01,06,99.3
2010-03-01,09,100.2
2010-03-01,07,99.0
2010-04-01,08,99.7
2010-04-01,05,100.0
2010-04-01,01,99.1
2010-04-01,overall,99.4
2010-04-01,13,99.5
2010-04-01,07,99.0
2010-04-01,12,100.0
2010-04-01,03,100.5
2010-04-01,09,100.1
2010-04-01,11,99.5
2010-04-01,02,98.4
2010-04-01,04,99.6
2010-04-01,10,99.9
2010-04-01,06,99.7
2010-05-01,06,99.8
2010-05-01,05,99.1
2010-05-01,07,99.0
2010-05-01,10,99.9
2010-05-01,04,99.8
2010-05-01,overall,99.6
2010-05-01,09,100.0
2010-05-01,11,99.6
2010-05-01,03,100.3
2010-05-01,12,100.0
2010-05-01,02,98.4
2010-05-01,13,99.7
2010-05-01,01,99.5
2010-05-01,08,99.7
2010-06-01,05,99.9
2010-06-01,overall,99.7
2010-06-01,13,99.9
2010-06-01,01,100.0
2010-06-01,02,98.5
2010-06-01,08,99.7
2010-06-01,12,100.0
2010-06-01,03,99.5
2010-06-01,11,99.8
2010-06-01,06,100.0
2010-06-01,10,99.9
2010-06-01,04,99.8
2010-06-01,07,99.1
2010-06-01,09,100.0
2010-07-01,overall,100.0
2010-07-01,11,99.9
2010-07-01,12,100.0
2010-07-01,13,100.0
2010-07-01,05,100.1
2010-07-01,09,100.1
2010-07-01,02,98.6
2010-07-01,07,99.9
2010-07-01,01,100.2
2010-07-01,03,100.1
2010-07-01,06,100.1
2010-07-01,04,99.9
2010-07-01,08,100.1
2010-07-01,10,100.1
2010-08-01,04,100.3
2010-08-01,03,99.2
2010-08-01,08,100.0
2010-08-01,06,100.2
2010-08-01,10,100.2
2010-08-01,02,98.6
2010-08-01,13,99.8
2010-08-01,07,100.8
2010-08-01,05,100.0
2010-08-01,11,100.2
2010-08-01,01,100.5
2010-08-01,09,99.9
2010-08-01,12,100.0
2010-08-01,overall,100.3
2010-09-01,overall,100.4
2010-09-01,03,100.4
2010-09-01,10,100.2
2010-09-01,13,100.2
2010-09-01,09,99.9
2010-09-01,05,100.1
2010-09-01,08,100.1
2010-09-01,07,100.8
2010-09-01,04,100.3
2010-09-01,02,98.7
2010-09-01,12,100.0
2010-09-01,11,100.5
2010-09-01,01,100.5
2010-09-01,06,100.4
2010-10-01,10,100.2
2010-10-01,06,100.5
2010-10-01,13,100.5
2010-10-01,04,100.3
2010-10-01,09,99.8
2010-10-01,08,100.0
2010-10-01,01,100.6
2010-10-01,11,100.9
2010-10-01,03,100.2
2010-10-01,05,100.1
2010-10-01,07,100.8
2010-10-01,02,104.6
2010-10-01,overall,100.6
2010-10-01,12,100.0
2010-11-01,02,104.6
2010-11-01,10,100.3
2010-11-01,12,100.0
2010-11-01,06,100.6
2010-11-01,overall,100.8
2010-11-01,04,100.7
2010-11-01,13,100.7
2010-11-01,05,100.1
2010-11-01,08,100.0
2010-11-01,09,99.7
2010-11-01,07,101.0
2010-11-01,11,101.1
2010-11-01,03,99.8
2010-11-01,01,101.1
2010-12-01,01,101.4
2010-12-01,08,100.0
2010-12-01,03,98.8
2010-12-01,07,102.9
2010-12-01,11,101.6
2010-12-01,04,100.8
2010-12-01,09,99.7
2010-12-01,13,100.8
2010-12-01,05,100.0
2010-12-01,02,104.6
2010-12-01,10,100.4
2010-12-01,overall,101.2
2010-12-01,06,100.8
2010-12-01,12,100.0
2011-01-01,12,100.1
2011-01-01,07,103.2
2011-01-01,overall,101.8
2011-01-01,10,101.0
2011-01-01,05,101.0
2011-01-01,08,100.0
2011-01-01,02,104.6
2011-01-01,06,101.5
2011-01-01,01,102.6
2011-01-01,04,100.8
2011-01-01,03,99.9
2011-01-01,13,101.1
2011-01-01,09,99.7
2011-01-01,11,103.2
2011-02-01,11,104.2
2011-02-01,04,101.1
2011-02-01,13,101.0
2011-02-01,09,100.5
2011-02-01,03,100.1
2011-02-01,overall,102.3
2011-02-01,01,103.7
2011-02-01,08,100.0
2011-02-01,12,100.1
2011-02-01,02,104.6
2011-02-01,06,102.1
2011-02-01,10,101.6
2011-02-01,07,103.5
2011-02-01,05,101.1
2011-03-01,06,102.0
2011-03-01,08,100.0
2011-03-01,overall,102.4
2011-03-01,12,100.1
2011-03-01,09,100.4
2011-03-01,13,101.2
2011-03-01,02,104.6
2011-03-01,10,101.9
2011-03-01,04,101.2
2011-03-01,11,104.7
2011-03-01,01,103.7
2011-03-01,03,99.8
2011-03-01,05,101.1
2011-03-01,07,103.6
2011-04-01,08,99.9
2011-04-01,04,101.2
2011-04-01,05,101.2
2011-04-01,11,105.1
2011-04-01,overall,102.6
2011-04-01,01,104.0
2011-04-01,10,102.1
2011-04-01,09,101.9
2011-04-01,07,104.2
2011-04-01,12,100.1
2011-04-01,02,104.6
2011-04-01,06,102.2
2011-04-01,13,101.3
2011-04-01,03,99.8
2011-05-01,03,99.8
2011-05-01,04,101.6
2011-05-01,13,101.7
2011-05-01,05,101.4
2011-05-01,07,104.9
2011-05-01,12,100.2
2011-05-01,02,104.6
2011-05-01,10,102.1
2011-05-01,08,99.8
2011-05-01,01,104.0
2011-05-01,11,105.6
2011-05-01,06,102.4
2011-05-01,09,101.9
2011-05-01,overall,102.9
2011-06-01,03,99.8
2011-06-01,07,104.8
2011-06-01,01,104.7
2011-06-01,05,101.6
2011-06-01,13,101.9
2011-06-01,06,102.5
2011-06-01,10,102.2
2011-06-01,11,105.9
2011-06-01,overall,103.2
2011-06-01,12,100.2
2011-06-01,02,104.7
2011-06-01,08,99.7
2011-06-01,04,101.7
2011-06-01,09,101.9
2011-07-01,09,102.3
2011-07-01,02,104.6
2011-07-01,07,104.7
2011-07-01,08,99.7
2011-07-01,overall,103.4
2011-07-01,03,99.6
2011-07-01,13,102.4
2011-07-01,10,102.3
2011-07-01,05,102.1
2011-07-01,12,100.3
2011-07-01,06,102.8
2011-07-01,11,106.4
2011-07-01,04,101.8
2011-07-01,01,105.1
2011-08-01,13,103.2
2011-08-01,05,102.1
2011-08-01,01,105.1
2011-08-01,10,102.4
2011-08-01,04,102.3
2011-08-01,08,99.6
2011-08-01,06,103.1
2011-08-01,overall,103.6
2011-08-01,11,106.5
2011-08-01,12,100.2
2011-08-01,03,99.3
2011-08-01,02,104.6
2011-08-01,07,104.8
2011-08-01,09,102.9
2011-09-01,04,102.3
2011-09-01,09,102.9
2011-09-01,07,104.7
2011-09-01,06,103.4
2011-09-01,05,102.3
2011-09-01,11,106.8
2011-09-01,01,105.5
2011-09-01,03,99.8
2011-09-01,10,102.4
2011-09-01,12,100.2
2011-09-01,02,104.6
2011-09-01,08,99.6
2011-09-01,overall,103.9
2011-09-01,13,103.9
2011-10-01,11,107.1
2011-10-01,04,102.3
2011-10-01,overall,104.0
2011-10-01,07,104.8
2011-10-01,01,106.3
2011-10-01,13,103.5
2011-10-01,09,103.0
2011-10-01,08,99.5
2011-10-01,02,104.6
2011-10-01,06,103.6
2011-10-01,03,99.7
2011-10-01,05,102.3
2011-10-01,12,100.2
2011-10-01,10,102.5
2011-11-01,05,102.4
2011-11-01,03,99.9
2011-11-01,04,102.5
2011-11-01,08,99.5
2011-11-01,12,100.0
2011-11-01,02,104.6
2011-11-01,06,103.6
2011-11-01,01,106.3
2011-11-01,overall,104.1
2011-11-01,13,103.9
2011-11-01,09,103.1
2011-11-01,07,104.9
2011-11-01,10,103.1
2011-11-01,11,107.4
2011-12-01,05,102.5
2011-12-01,03,99.6
2011-12-01,overall,104.2
2011-12-01,13,103.9
2011-12-01,08,99.4
2011-12-01,01,106.6
2011-12-01,10,103.2
2011-12-01,09,103.1
2011-12-01,07,104.9
2011-12-01,02,104.6
2011-12-01,06,103.6
2011-12-01,11,107.5
2011-12-01,04,102.5
2011-12-01,12,100.0
2012-01-01,08,99.4
2012-01-01,overall,104.5
2012-01-01,12,100.3
2012-01-01,02,104.6
2012-01-01,03,99.4
2012-01-01,11,107.8
2012-01-01,05,102.9
2012-01-01,04,102.6
2012-01-01,01,107.5
2012-01-01,06,103.9
2012-01-01,09,103.2
2012-01-01,07,104.9
2012-01-01,13,103.8
2012-01-01,10,104.1
2012-02-01,overall,104.5
2012-02-01,03,99.8
2012-02-01,13,104.2
2012-02-01,12,101.0
2012-02-01,10,104.5
2012-02-01,11,108.1
2012-02-01,05,103.3
2012-02-01,09,103.4
2012-02-01,04,103.0
2012-02-01,01,106.7
2012-02-01,02,104.6
2012-02-01,06,104.1
2012-02-01,07,104.9
2012-02-01,08,99.4
2012-03-01,08,99.3
2012-03-01,06,104.2
2012-03-01,07,104.9
2012-03-01,11,108.4
2012-03-01,01,106.7
2012-03-01,02,104.6
2012-03-01,04,103.0
2012-03-01,09,103.2
2012-03-01,13,104.1
2012-03-01,05,103.5
2012-03-01,overall,104.5
2012-03-01,12,101.3
2012-03-01,10,104.6
2012-03-01,03,99.4
2012-04-01,13,103.9
2012-04-01,09,103.2
2012-04-01,03,99.5
2012-04-01,07,105.2
2012-04-01,overall,104.5
2012-04-01,11,108.6
2012-04-01,12,101.3
2012-04-01,06,104.4
2012-04-01,01,106.4
2012-04-01,02,104.6
2012-04-01,04,103.0
2012-04-01,08,99.2
2012-04-01,10,104.8
2012-04-01,05,103.6
2012-05-01,13,103.9
2012-05-01,08,99.2
2012-05-01,04,103.2
2012-05-01,02,104.7
2012-05-01,10,104.8
2012-05-01,overall,104.7
2012-05-01,06,104.5
2012-05-01,12,101.2
2012-05-01,05,103.7
2012-05-01,11,108.8
2012-05-01,09,103.2
2012-05-01,01,107.1
2012-05-01,03,99.5
2012-05-01,07,105.3
2012-06-01,06,104.6
2012-06-01,09,103.2
2012-06-01,07,105.0
2012-06-01,01,107.7
2012-06-01,02,104.7
2012-06-01,13,104.1
2012-06-01,05,103.8
2012-06-01,11,109.0
2012-06-01,overall,104.8
2012-06-01,08,99.1
2012-06-01,04,103.2
2012-06-01,10,104.7
2012-06-01,03,99.2
2012-06-01,12,101.2
2012-07-01,03,99.1
2012-07-01,12,101.2
2012-07-01,10,104.7
2012-07-01,overall,104.8
2012-07-01,11,109.2
2012-07-01,01,107.8
2012-07-01,05,103.8
2012-07-01,13,104.5
2012-07-01,02,104.7
2012-07-01,07,104.5
2012-07-01,08,99.1
2012-07-01,09,103.3
2012-07-01,06,104.8
2012-07-01,04,103.3
2012-08-01,12,101.6
2012-08-01,04,103.8
2012-08-01,10,104.7
2012-08-01,09,103.2
2012-08-01,overall,105.0
2012-08-01,01,108.0
2012-08-01,07,104.8
2012-08-01,05,104.0
2012-08-01,13,104.4
2012-08-01,02,104.8
2012-08-01,03,98.7
2012-08-01,06,104.9
2012-08-01,08,99.0
2012-08-01,11,109.2
2012-09-01,13,104.9
2012-09-01,06,105.4
2012-09-01,04,103.8
2012-09-01,12,101.7
2012-09-01,overall,105.2
2012-09-01,08,98.9
2012-09-01,07,105.6
2012-09-01,11,109.5
2012-09-01,01,108.0
2012-09-01,05,104.3
2012-09-01,03,99.1
2012-09-01,09,103.1
2012-09-01,10,104.8
2012-09-01,02,104.9
2012-10-01,04,103.8
2012-10-01,02,104.9
2012-10-01,01,108.4
2012-10-01,05,104.2
2012-10-01,03,99.0
2012-10-01,11,109.7
2012-10-01,06,105.5
2012-10-01,07,105.6
2012-10-01,08,98.8
2012-10-01,overall,105.4
2012-10-01,09,103.1
2012-10-01,12,102.0
2012-10-01,13,105.0
2012-10-01,10,104.8
2012-11-01,overall,105.5
2012-11-01,02,106.6
2012-11-01,13,105.1
2012-11-01,10,104.8
2012-11-01,08,98.8
2012-11-01,05,104.2
2012-11-01,07,105.7
2012-11-01,12,102.0
2012-11-01,01,108.4
2012-11-01,06,105.7
2012-11-01,04,104.0
2012-11-01,11,109.9
2012-11-01,03,99.0
2012-11-01,09,103.0
2012-12-01,overall,105.5
2012-12-01,04,104.0
2012-12-01,07,105.3
2012-12-01,02,106.6
2012-12-01,12,102.0
2012-12-01,06,105.8
2012-12-01,01,108.7
2012-12-01,03,98.6
2012-12-01,05,104.1
2012-12-01,13,104.9
2012-12-01,08,98.8
2012-12-01,11,109.9
2012-12-01,09,103.0
2012-12-01,10,104.9
2013-01-01,09,103.1
2013-01-01,01,109.9
2013-01-01,04,104.0
2013-01-01,10,106.0
2013-01-01,02,106.7
2013-01-01,06,106.0
2013-01-01,05,104.6
2013-01-01,13,105.6
2013-01-01,03,98.9
2013-01-01,overall,105.9
2013-01-01,11,110.1
2013-01-01,08,98.6
2013-01-01,07,105.3
2013-01-01,12,102.4
2013-02-01,13,105.4
2013-02-01,11,110.5
2013-02-01,09,103.2
2013-02-01,07,105.3
2013-02-01,08,98.7
2013-02-01,05,104.9
2013-02-01,12,102.4
2013-02-01,10,106.8
2013-02-01,04,104.3
2013-02-01,06,106.1
2013-02-01,01,110.2
2013-02-01,03,98.6
2013-02-01,02,106.7
2013-02-01,overall,106.1
2013-03-01,11,110.9
2013-03-01,07,105.9
2013-03-01,overall,106.2
2013-03-01,05,105.3
2013-03-01,08,98.6
2013-03-01,01,110.2
2013-03-01,03,98.9
2013-03-01,06,106.2
2013-03-01,13,105.3
2013-03-01,12,102.6
2013-03-01,10,106.9
2013-03-01,02,106.7
2013-03-01,04,104.3
2013-03-01,09,103.2
2013-04-01,11,111.1
2013-04-01,overall,106.3
2013-04-01,10,107.0
2013-04-01,01,110.4
2013-04-01,09,103.1
2013-04-01,02,106.7
2013-04-01,05,105.4
2013-04-01,07,105.8
2013-04-01,03,98.8
2013-04-01,06,106.6
2013-04-01,04,104.3
2013-04-01,13,104.9
2013-04-01,12,102.6
2013-04-01,08,98.5
2013-05-01,12,102.6
2013-05-01,08,98.5
2013-05-01,overall,106.6
2013-05-01,05,105.3
2013-05-01,03,98.8
2013-05-01,02,106.7
2013-05-01,04,105.3
2013-05-01,06,106.8
2013-05-01,13,104.3
2013-05-01,09,103.0
2013-05-01,01,110.8
2013-05-01,07,105.7
2013-05-01,11,111.3
2013-05-01,10,107.2
2013-06-01,02,109.1
2013-06-01,01,111.2
2013-06-01,06,106.6
2013-06-01,09,103.0
2013-06-01,overall,106.7
2013-06-01,03,98.6
2013-06-01,08,98.4
2013-06-01,13,104.1
2013-06-01,10,107.3
2013-06-01,11,111.4
2013-06-01,05,105.5
2013-06-01,04,105.3
2013-06-01,07,105.3
2013-06-01,12,102.6
2013-07-01,03,98.3
2013-07-01,11,111.5
2013-07-01,07,105.4
2013-07-01,13,103.9
2013-07-01,overall,106.9
2013-07-01,02,109.1
2013-07-01,09,103.0
2013-07-01,04,105.3
2013-07-01,01,112.0
2013-07-01,05,105.5
2013-07-01,10,107.4
2013-07-01,12,103.4
2013-07-01,06,106.7
2013-07-01,08,98.4
2013-08-01,05,105.5
2013-08-01,13,104.7
2013-08-01,08,98.3
2013-08-01,12,103.4
2013-08-01,03,98.3
2013-08-01,overall,107.0
2013-08-01,11,111.8
2013-08-01,10,107.4
2013-08-01,07,105.4
2013-08-01,09,103.1
2013-08-01,01,111.9
2013-08-01,04,105.7
2013-08-01,06,106.9
2013-08-01,02,109.1
2013-09-01,02,109.6
2013-09-01,03,98.6
2013-09-01,13,104.9
2013-09-01,06,107.2
2013-09-01,09,103.0
2013-09-01,04,105.7
2013-09-01,07,110.5
2013-09-01,11,112.2
2013-09-01,01,112.2
2013-09-01,10,107.5
2013-09-01,overall,107.9
2013-09-01,05,105.7
2013-09-01,12,103.4
2013-09-01,08,98.3
2013-10-01,11,112.5
2013-10-01,07,110.8
2013-10-01,overall,108.3
2013-10-01,09,103.0
2013-10-01,01,112.4
2013-10-01,08,98.3
2013-10-01,03,98.6
2013-10-01,05,105.7
2013-10-01,13,104.6
2013-10-01,06,107.3
2013-10-01,10,107.5
2013-10-01,04,105.7
2013-10-01,02,121.7
2013-10-01,12,103.5
2013-11-01,07,110.9
