reg_no,product,description,holder,manufacturer,date_reg,date_end
MAL19871528ACRZ,TAMBOCOR TABLET 100MG,PRESCRIPTION,iNova Pharmaceuticals (Singapore) Pte Ltd (incorporated In Singapore) Malaysia Branch,3M HEALTH CARE LTD,2018-09-05,2023-09-05
MAL19870411AZ,DIAPHAGE TABLETS 500MG,PRESCRIPTION,CHULIA PHARMA SDN BHD,CHULIA PHARMA SDN BHD,2018-09-05,2023-09-05
MAL19870012ARZ,NITRODERM TTS 5 (5MG/24HR),NEW CHEMICAL ENTITY,NOVARTIS CORPORATION (MALAYSIA) SDN. BHD.,NOVARTIS PHARMA STEIN AG,2018-09-05,2023-09-05
MAL18096050TC,BIOBAY JOINGARD Capsule,NATURAL PRODUCT,GALAXIS HEALTHCARE MARKETING,Reishilab Sdn Bhd,2018-09-05,2023-09-05
MAL19871719AZ,UPHADYL FORTE EXPECTORANT,PRESCRIPTION,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.,2018-09-05,2023-09-05
MAL18096076TC,Concord Wellness Kacip Fatimah Plus Capsules,NATURAL PRODUCT,CONCORD TRADING SDN. BHD.,PERUSAHAAN JAMU ARJUNA SDN. BHD.,2018-09-19,2023-09-19
MAL18096082TC,Nina Square Tongkat Ali 260mg Capsule,NATURAL PRODUCT,NINA SQUARE ENTERPRISE,Dong Foong Manufacturing Sdn Bhd,2018-09-19,2023-09-19
MAL13095037TC,Cap Wayang Kulit Ubat Batuk Gamat Dan Lo Hon Kor Plus,NATURAL PRODUCT,YUSMINA BIO HEALTH FOOD,VITA GREEN HEALTH PRODUCTS,2018-09-27,2023-09-27
MAL13095035TC,CAP SEEN SHEI SKY FRUIT CAPSULES,NATURAL PRODUCT,YUSMINA BIO HEALTH FOOD,VITA GREEN HEALTH PRODUCTS,2018-09-27,2023-09-27
MAL12015027TC,Asian Niu Zhang Zhi 500mg,NATURAL PRODUCT,Is Organic Biotech Sdn. Bhd,hwa kuo pharmacy co.ltd,2018-10-05,2023-10-05
MAL19986585TCR,BiO-LiFE Milk Thistle & Dandelion Tablet,NATURAL PRODUCT,BIO-LIFE MARKETING SDN. BHD.,Lipa Pharmaceuticals Limited,2018-10-06,2023-10-06
MAL20034347XCR,KORDEL`S ROYAL JELLY 1000 MG CAPSULE,HEALTH SUPPLEMENT,CAMBERT(M) SDN. BHD.,CATALENT AUSTRALIA PTY LTD,2018-10-06,2023-10-06
MAL19986584TCR,CELERY 3000 TABLET,NATURAL PRODUCT,BIO-LIFE MARKETING SDN. BHD.,Lipa Pharmaceuticals Limited,2018-10-06,2023-10-06
MAL18106003NCR,ExceLife Nasaler Capsule,HEALTH SUPPLEMENT,E HEALTH SDN. BHD.,Ayanda GmbH & Co.KG,2018-10-10,2023-10-10
MAL18106077TC,ClucosCare Brand Gymnema Plus Herbal Tea,NATURAL PRODUCT,Glucoscare (Malaysia) Sdn Bhd,SLT (TCM) Manufacturing Pte Ltd,2018-10-10,2023-10-10
MAL13075014TC,Palace Herbs Nobidenn Capsule,NATURAL PRODUCT,Palace Herbs Sdn Bhd,SARI TANI DESA SDN. BHD.,2018-10-15,2023-10-15
MAL13095046TC,SABINA LIPON Tablet,NATURAL PRODUCT,Sabina Industries,CE-Chem Pharmaceuticals Pvt Ltd,2018-10-15,2023-10-15
MAL18106059NC,Nature's Way Kids A+ Omega-3 (DHA 300mg & EPA 60mg) Chewable soft capsules,HEALTH SUPPLEMENT,PharmaCare (Asia) Sdn Bhd,SPHERE HEALTHCARE PTY LTD,2018-10-17,2023-10-17
MAL19988007XCR,VitaHealth Lecithin 1200mg,HEALTH SUPPLEMENT,VITAHEALTH MALAYSIA SDN. BHD.,CATALENT AUSTRALIA PTY LTD,2018-10-27,2023-10-27
MAL18116019TC,V&infin; Tyreps Capsules,NATURAL PRODUCT,JASE HEALTHCARE SDN. BHD.,Reishilab Sdn Bhd,2018-11-01,2023-11-01
MAL13115044TC,Cap Wayang Kulit Gamat and Cordyceps  Cough Plus,NATURAL PRODUCT,YUSMINA BIO HEALTH FOOD,VITA GREEN HEALTH PRODUCTS,2018-11-07,2023-11-07
MAL13115082TCR,Saadi al habbatus sauda',NATURAL PRODUCT,AL BALADUL AMIN TRADING,Halagel Plant (M) Sdn. Bhd.,2018-11-07,2023-11-07
MAL13115073NC,Vitamode Asta-i-Care Capsule,HEALTH SUPPLEMENT,Vitamode  Sdn.bhd,YANLING NATURAL HYGIENE SDN. BHD.,2018-11-07,2023-11-07
MAL13095041TC,King Herbs DaunBelalai Gajah Plus Capsule,NATURAL PRODUCT,YOU DUN CHAO HEALTHCARE PRODUCTS SDN BHD,WHITE HERON PHARMACEUTICAL SDN. BHD.,2018-11-15,2023-11-15
MAL18116044XCE,guardian BuzzAway bite relief cream,NON PRESCRIPTION,GUARDIAN HEALTH AND BEAUTY SDN. BHD.,SYARIKAT WEN KEN DRUG SDN. BHD.,2018-11-15,2023-11-15
MAL18116045XCE,guardian Antiseptic cream,NON PRESCRIPTION,GUARDIAN HEALTH AND BEAUTY SDN. BHD.,SYARIKAT WEN KEN DRUG SDN. BHD.,2018-11-15,2023-11-15
MAL20034575XCR,BiO-LiFE FISH OIL 1000MG VEGICAPS,HEALTH SUPPLEMENT,BIO-LIFE MARKETING SDN. BHD.,CATALENT AUSTRALIA PTY LTD,2018-11-22,2023-11-22
MAL13110055HA,TRIMETOVET 24% Injection,VETERINARY ,RANGE PHARMA SDN. BHD.,RANGE PHARMA SDN. BHD.,2018-11-29,2023-11-29
MAL08110861TC,"NUTRILITE CH BALANCE, Softgel",NATURAL PRODUCT,AMWAY (MALAYSIA) SDN. BHD.,NUTRA MANUFACTURING INC,2018-11-29,2023-11-29
MAL13110055HA,TRIMETOVET 24% Injection,VETERINARY ,RANGE PHARMA SDN. BHD.,,2018-11-29,2023-11-29
MAL13110044HA,"Rican Premix Powder 1,900 IU/mg",VETERINARY ,Y.S.P. INDUSTRIES (M) SDN. BHD.,"Y.S.P. INDUSTRIES VIETNAM CO., LTD",2018-11-29,2023-11-29
MAL13110044HA,"Rican Premix Powder 1,900 IU/mg",VETERINARY ,Y.S.P. INDUSTRIES (M) SDN. BHD.,,2018-11-29,2023-11-29
MAL08111839AZ,Alimta Injection 100mg,NEW CHEMICAL ENTITY,ZUELLIG PHARMA SDN. BHD.,ELI LILLY & CO,2018-11-29,2023-11-29
MAL13115185TC,Pak Li Medicated Plaster,NATURAL PRODUCT,TEONG HUAT MEDICAL SDN. BHD.,P.T. INDO ABADI SARIMAKMUR,2018-11-29,2023-11-29
MAL13115142NC,Vitamode CogniPro Tablet,HEALTH SUPPLEMENT,Vitamode  Sdn.bhd,YANLING NATURAL HYGIENE SDN. BHD.,2018-11-29,2023-11-29
MAL19988979T,STAG BRAND XIAO ER MEDICAL POWDER,NATURAL PRODUCT,Poh Guan Hong (1985) Sdn. Bhd,Poh Guan Hong (1985) Sdn. Bhd,2018-12-02,2023-12-02
MAL18126069TC,select aloe vera 300 mg powder (Natural Flavor),NATURAL PRODUCT,MARKET MALAYSIA SHOP SDN. BHD.,ProTec Laboratory,2018-12-12,2023-12-12
MAL19861042AZ,MEFEMIC CAPSULE 250MG,PRESCRIPTION,CHULIA PHARMA SDN BHD,CHULIA PHARMA SDN BHD,2018-12-18,2023-12-18
MAL18126102TC,SHAKLEE PEPPERMINT GINGER PLUS TABLET,NATURAL PRODUCT,SHAKLEE PRODUCTS (MALAYSIA) SDN. BHD.,NUTRA MANUFACTURING INC,2018-12-20,2023-12-20
MAL19016030TC,JAMU WARISAN TOK LIJAH CAPSULE,NATURAL PRODUCT,NOR MEKAR ANUGERAH ENTERPRISE,TPM NEXUS SDN. BHD.,2019-01-09,2024-01-09
MAL19016076NC,BiO-LiFE NAT B FIZZY Effervescent Tablet,HEALTH SUPPLEMENT,BIO-LIFE MARKETING SDN. BHD.,"STELLAPHARM J.V. CO., LTD",2019-01-22,2024-01-22
MAL19016081NC,PHARMANEX ProBio PCC Capsule,HEALTH SUPPLEMENT,NU SKIN (MALAYSIA) SDN. BHD.,DESERET LABS INC,2019-01-22,2024-01-22
MAL14010003HA,Surmax 100 Granule 100g per kg,VETERINARY ,ELANCO MALAYSIA SDN BHD,Eli Lilly & Company Limited,2019-01-24,2024-01-24
MAL14010003HA,Surmax 100 Granule 100g per kg,VETERINARY ,ELANCO MALAYSIA SDN BHD,,2019-01-24,2024-01-24
MAL20040190XCR,BiO-LiFE Flaxseed Oil 1000mg Capsules,HEALTH SUPPLEMENT,BIO-LIFE MARKETING SDN. BHD.,CATALENT AUSTRALIA PTY LTD,2019-01-31,2024-01-31
MAL09010811XCR,Nature`s Way Kids A+ Omega 3 Fish Oil,HEALTH SUPPLEMENT,PharmaCare (Asia) Sdn Bhd,CATALENT AUSTRALIA PTY LTD,2019-01-31,2024-01-31
MAL19026019TC,Wee Hong Jeruju 250mg Capsule,NATURAL PRODUCT,TABIB WEE HONG,Phyto Herbal Industries Manufacturing Sdn Bhd.,2019-02-12,2024-02-12
MAL09020970AZ,Axcel Iridin Linctus,PRESCRIPTION,KOTRA PHARMA (M) SDN. BHD.,KOTRA PHARMA (M) SDN. BHD.,2019-02-21,2024-02-21
MAL19026050TC,Wellness Red Yeast Plus Capsule,NATURAL PRODUCT,BIO-SCIENCE MARKETING SDN. BHD.,NATURAL WELLNESS INDUSTRIES SDN. BHD. (MILIK PENUH NUTRIVENTION SDN. BHD),2019-02-26,2024-02-26
MAL19026049TC,PureMed Grucowel Capsule,NATURAL PRODUCT,Pure Medisciences (M) Sdn Bhd,MOH PHARMACEUTICAL TECHNOLOGIES SDN. BHD.,2019-02-26,2024-02-26
MAL20040263TCR,VITAHEALTH CELERY PLUS TABLET,NATURAL PRODUCT,VITAHEALTH BIOTECH SDN BHD,"ADH HEALTH PRODUCTS, INC",2019-02-28,2024-02-28
MAL20040264XCR,BiO-LiFE Evening Primrose Oil & Fish Oil 500mg Capsules,HEALTH SUPPLEMENT,BIO-LIFE MARKETING SDN. BHD.,CATALENT AUSTRALIA PTY LTD,2019-02-28,2024-02-28
MAL19990414T,ZHUPO JING FENG SAN,NATURAL PRODUCT,SG GLOBAL BIOTECH SDN. BHD.,QIS RESEARCH LABORATORY SDN. BHD.,2019-03-02,2024-03-02
MAL19990415T,ZHUPO HOU CHAU SAN,NATURAL PRODUCT,SG GLOBAL BIOTECH SDN. BHD.,QIS RESEARCH LABORATORY SDN. BHD.,2019-03-02,2024-03-02
MAL09011510TC,Cap Tang San Shuang Liao Zhui Feng Su Hup Wan,NATURAL PRODUCT,GENERAL PRODUCT CO.,LEN FA MEDICAL SUPPLIES (M) SDN BHD,2019-03-07,2024-03-07
MAL19036040N,NHF BIOZYME Powder (Passion Fruit Flavour),HEALTH SUPPLEMENT,EXCEL HERBAL INDUSTRIES SDN. BHD.,EXCEL HERBAL INDUSTRIES SDN. BHD.,2019-03-13,2024-03-13
MAL19036064T,CHOSELER CAPSULE,NATURAL PRODUCT,BCS EMPIRE SDN BHD,NMY MANUFACTURING SDN BHD,2019-03-13,2024-03-13
MAL19036039N,NHF BIOZYME Powder (Apple Flavour),HEALTH SUPPLEMENT,EXCEL HERBAL INDUSTRIES SDN. BHD.,EXCEL HERBAL INDUSTRIES SDN. BHD.,2019-03-13,2024-03-13
MAL20040682XCR,VITAHEALTH MEGA B+C COMPLEX TABLET,HEALTH SUPPLEMENT,VITAHEALTH BIOTECH SDN BHD,"ADH HEALTH PRODUCTS, INC",2019-03-27,2024-03-27
MAL20040681XCR,"VitaHealth Omega 3,6,9 Vegicaps? Soft Capsule",HEALTH SUPPLEMENT,VITAHEALTH BIOTECH SDN BHD,CATALENT AUSTRALIA PTY LTD,2019-03-27,2024-03-27
MAL20040634XCRZ,VitaHealth Orange C 500mg Chewable Tablet,HEALTH SUPPLEMENT,VITAHEALTH BIOTECH SDN BHD,"ADH HEALTH PRODUCTS, INC",2019-03-27,2024-03-27
MAL14030019HA,Sodibio Injectable suspension,VETERINARY ,Weissen Company (m) Sdn. Bhd.,,2019-03-28,2024-03-28
MAL14030019HA,Sodibio Injectable suspension,VETERINARY ,Weissen Company (m) Sdn. Bhd.,Laboratoires BIOVE,2019-03-28,2024-03-28
MAL09032094TC,Qian Li Zhui Feng You -Liquid (GreenHerbs),NATURAL PRODUCT,CHUA TONGSAN SDN. BHD.,BIOFACT LIFE SDN. BHD.,2019-03-28,2024-03-28
MAL09032115T,Greenherbs Compound Watermelon Frost Powder,NATURAL PRODUCT,BIOFACT LIFE SDN. BHD.,BIOFACT LIFE SDN. BHD.,2019-03-28,2024-03-28
MAL09032052TC,ChildLife™ Essentials Echinacea,NATURAL PRODUCT,LAC GLOBAL BRANDS (MALAYSIA) SDN. BHD.,"ROBINSON PHARMA, INC.",2019-03-28,2024-03-28
MAL19046075T,OMINCA Sacha Inchi Oil 500MG Vegetable Softgels,NATURAL PRODUCT,SAVANA NATURE SDN BHD,HIGH VALLEY CONTRACT MANUFACTURING (GMP) SDN. BHD.,2019-04-09,2024-04-09
MAL19046076TC,select aloe vera 300 mg powder (Strawberry Kiwi Flavor),NATURAL PRODUCT,MARKET MALAYSIA SHOP SDN. BHD.,ProTec Laboratory,2019-04-09,2024-04-09
MAL19046109TC,LifeSenze LivorGard Capsule,NATURAL PRODUCT,HL PHARMACEUTICALS SDN. BHD.,Esprit Care Sdn. Bhd.,2019-04-23,2024-04-23
MAL19046106TC,ADOREME CAPSULE,NATURAL PRODUCT,AHORUS LIFESCIENCES SDN. BHD.,MOH PHARMACEUTICAL TECHNOLOGIES SDN. BHD.,2019-04-23,2024-04-23
MAL19990715TC,POH LIN BRAND GINSENG PLUS BODY BULK CAPSULE,NATURAL PRODUCT,POH LIN BRAND PRODUCTS AGENCY SDN. BHD.,HONG KONG BAN KAH CHAI MED. FTY. SDN. BHD.,2019-05-02,2024-05-02
MAL19990716TC,RED BRAND LI CHUNG YANG YIN WAN (PILL),NATURAL PRODUCT,RED BRAND PRODUCTS AGENCY SDN. BHD.,HONG KONG BAN KAH CHAI MED. FTY. SDN. BHD.,2019-05-02,2024-05-02
MAL14055110TC,Cap Wayang Kulit Ubat Batuk Gamat & Madu Plus,NATURAL PRODUCT,YUSMINA BIO HEALTH FOOD,VITA GREEN HEALTH PRODUCTS,2019-05-10,2024-05-10
MAL19056080TC,MEGALIVE MANZ CAPSULE,NATURAL PRODUCT,Special Enhancement Sdn Bhd,Esprit Care Sdn. Bhd.,2019-05-14,2024-05-14
MAL19056047NC,Nutrigo Omega 3 Fish Oil 1200mg Capsules,HEALTH SUPPLEMENT,NUTRIGO SDN. BHD.,GMP PHARMACEUTICALS LTD,2019-05-14,2024-05-14
MAL09051569XC,Arthro Capsule,NON PRESCRIPTION,STERILINE SDN. BHD.,PAHANG PHARMACY SDN. BHD.,2019-05-23,2024-05-23
MAL09051557XC,Ekoplast Medicated Plaster,NON PRESCRIPTION,EE KOH ENTERPRISE SDN BHD,PT INDO ABADI SARI MAKMUR,2019-05-23,2024-05-23
MAL09051551AZ,Axcel Iridin Plus Linctus,PRESCRIPTION,KOTRA PHARMA (M) SDN. BHD.,KOTRA PHARMA (M) SDN. BHD.,2019-05-23,2024-05-23
MAL14055077TC,BIOBAY GYM-CUMIN PLUS Capsule,NATURAL PRODUCT,BIO-SCIENCE MARKETING SDN. BHD.,BIO-SCIENCE MANUFACTURING SDN BHD,2019-05-27,2024-05-27
MAL14055155AZ,Russedyl Compound Linctus,PRESCRIPTION,PHARMANIAGA MANUFACTURING BERHAD,PHARMANIAGA MANUFACTURING BERHAD,2019-05-27,2024-05-27
MAL14055151AZ,ALIMTA 500 mg powder for concentrate for solution for infusion,NEW CHEMICAL ENTITY,ZUELLIG PHARMA SDN. BHD.,ELI LILLY & CO,2019-05-27,2024-05-27
MAL19056172TC,AVIA VIRGIN COCONUT OIL 500MG SOFTGEL,NATURAL PRODUCT,PARAMORE MARKETING,Minsyam Pharma Sdn Bhd,2019-05-28,2024-05-28
MAL19056166TC,SHAKLEE GARLIC COMPLEX TABLET,NATURAL PRODUCT,SHAKLEE PRODUCTS (MALAYSIA) SDN. BHD.,NUTRA MANUFACTURING INC,2019-05-28,2024-05-28
MAL19991174XCR,BLACKMORES LECITHIN 1200 CAPSULE,HEALTH SUPPLEMENT,BLACKMORES (MALAYSIA) SDN. BHD.,CATALENT AUSTRALIA PTY LTD,2019-06-01,2024-06-01
MAL19991219T,SEPTILIN SYRUP,NATURAL PRODUCT,HIMALAYA WELLNESS MALAYSIA SDN. BHD.,THE HIMALAYA DRUG CO,2019-06-01,2024-06-01
MAL19066021TC,Orien's Garlic 400mg Capsules,NATURAL PRODUCT,ORIENS INTERNATIONAL SDN. BHD.,VIJAYANI NUTRACEUTICALS PRIVATE LIMITED,2019-06-11,2024-06-11
MAL19066056T,Homeo Wellness Spray,NATURAL PRODUCT,HOMEO MINDBOOSTER (M) SDN.BHD.,HOMEO MINDBOOSTER (M) SDN.BHD.,2019-06-11,2024-06-11
MAL19066035TC,Orien's Naturovita Capsules,NATURAL PRODUCT,ORIENS INTERNATIONAL SDN. BHD.,VIJAYANI NUTRACEUTICALS PRIVATE LIMITED,2019-06-11,2024-06-11
MAL19066051TC,Orien's O'Moringa Capsules,NATURAL PRODUCT,ORIENS INTERNATIONAL SDN. BHD.,VIJAYANI NUTRACEUTICALS PRIVATE LIMITED,2019-06-11,2024-06-11
MAL19066047TC,Orien's NF Capsules,NATURAL PRODUCT,ORIENS INTERNATIONAL SDN. BHD.,VIJAYANI NUTRACEUTICALS PRIVATE LIMITED,2019-06-11,2024-06-11
MAL09062176T,"Jing Jie Lian Qiao Tang Extract Granules ""Sun Ten""",NATURAL PRODUCT,SUN TEN PHARMACEUTICAL MFG (M) SDN. BHD.,SUN TEN PHARMACEUTICAL CO. LTD.,2019-06-27,2024-06-27
MAL14065010NC,CHOLEZZ Softgel Capsule,HEALTH SUPPLEMENT,MEGA LIFESCIENCES SDN. BHD.,Mega Lifesciences Public Company Limited,2019-06-27,2024-06-27
MAL14075076ACZ,Difflam Anti-Inflammatory Anti-Bacterial Lozenges With Cough Suppressant,PRESCRIPTION,iNova Pharmaceuticals (Singapore) Pte Ltd (incorporated In Singapore) Malaysia Branch,UNIQUE PHARMACEUTICAL LABORATORIES,2019-07-08,2024-07-08
MAL19076087TC,Orien's Organic Spirulina 500mg Capsule,NATURAL PRODUCT,ORIENS INTERNATIONAL SDN. BHD.,VIJAYANI NUTRACEUTICALS PRIVATE LIMITED,2019-07-15,2024-07-15
MAL19076086TC,Orien's Panax Ginseng Extract 175mg Capsules,NATURAL PRODUCT,ORIENS INTERNATIONAL SDN. BHD.,VIJAYANI NUTRACEUTICALS PRIVATE LIMITED,2019-07-15,2024-07-15
MAL19076068TC,Orien's Shilajit Plus Capsules,NATURAL PRODUCT,ORIENS INTERNATIONAL SDN. BHD.,VIJAYANI NUTRACEUTICALS PRIVATE LIMITED,2019-07-15,2024-07-15
MAL19076048TC,Mustique Fig Leaves 2.0 gm Herbal Tea,NATURAL PRODUCT,MYSTIQUE FIGS SDN. BHD.,TPM NEXUS SDN. BHD.,2019-07-15,2024-07-15
MAL19076058T,'CHUANG SONG ZONG' Chair Ger Jiee Ji Tang Concentrated Granules,NATURAL PRODUCT,GREEN HERB BIOTECH SDN. BHD.,"CHUANG SONG ZONG PHARMACEUTICAL CO., LTD., (Ligang Factory)",2019-07-15,2024-07-15
